Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-08-13,202024073M,AGP LNG HOLDCO (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024077R,NISEKO INVESTMENT SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024080M,GF PENINSULA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024082N,3 JUNIORS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024083E,SIVO (SINGAPORE) INDUSTRY GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024087H,APVG TOPCO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024091R,CRESTUE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024100E,L.Y.W. HOLDINGS PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024105Z,LE MOYEN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024107C,BE. WE. ZHU PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024108M,APVG HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024120K,CHARMAX PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024123D,YOURS ADVISORY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024129H,LIANG ZU HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024138K,PCSD ROCKWOOD CREDIT II PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024146C,DBS DIGITAL EXCHANGE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024152K,LA CURA MOBILITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024153C,PAGAC ECSTASY II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024170N,BACH CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024174W,WEIMO INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024182H,RELTEK PRECISION MEDITECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024182H,RELTREX LEADER PRECISION MEDITECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024182H,RELTREX PRECISION MEDITECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024187D,PAGAC ECSTASY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024191K,HENGTAI GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024195N,DELTA TELECOM INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024195N,RAFFLES INVEST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024196E,MERCADO SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024203M,SHARE INDIA GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024205N,HORIZON INVESTMENT PORTFOLIO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024210M,OCM SUN XI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024210M,OCM ZEBRA XI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024219K,OCM KERMIT XI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024219K,OCM VENICE XI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024225Z,TC-I PARTICIPATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024228M,U-GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024229D,ECO FOOD OIL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024271Z,TRIDENT VENTURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024273C,BUSHY INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024275D,EXMOOR INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024278R,SOUTH DOWNS INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024281M,SM FORTUNA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024282D,VIOLET INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024285R,H CAPITAL III PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024285R,INTERNET FUND VII PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024287W,PEMBROKESHIRE INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-14,202024303G,SIMPSON TCM HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-15,202024311W,NEW FOREST INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-15,202024312H,SJY HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-15,202024313Z,SJY HEALTHCARE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-15,202024317D,ZHUANGS ENTERPRISE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-15,202024326E,LIHONG INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-15,202024342G,ZEUS GOLD PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-15,202024344H,THREE HARBORS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-15,202024346K,INSPIRE PRECIOUS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-16,202024355M,GRINWEIV BEN.EXCELLENCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-16,202024357N,D936 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-16,202024368W,ADERA INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024395D,THE GROWHUB INNOVATIONS COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024403C,ALANDOR CAPITAL PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024412D,THE BLUE EARTH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024424W,RENDITE HOLDINGS PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024450M,CHIKOU FAMILY OFFICE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024453E,THOUSAND YEARS OF BRILLIANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024459K,ORIENTAL DUTY FREE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024461R,SM INVESTMENT MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024471H,JESVINCO FAMILY OFFICE (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024480K,WINNING YOUTH SHIPPING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024504G,ONESIXTYTWO HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024509C,HDI MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024517M,GTML SINGAPORE HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-17,202024531M,PROJECT X TECHNOLOGIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024546Z,SCHATZ TRADING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024560Z,ELEMENTAL REALTY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024562C,AG&P TECH (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024575G,INTEX (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024581R,IMAGINARIUS HOLDING COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024584H,MOLLY INVESTMENT COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024586K,AG&P TERMINALS & LOGISTICS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024591H,INTEX INVESTMENT (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024601H,SCOMMERCE TW PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024602Z,ULYSSES GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024607N,AREA ENERGY INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024624G,GREAT GAMES PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024626H,GREAT GAMES II PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024651M,NANEON SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024659Z,MDR ASSET HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024678N,SYTECH INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024690M,A8 PROPTECH HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024696W,PFYN IWI HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024707H,CARING INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024726D,FIRST CIRCLE SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024729R,AUS ENERGY INVESTMENT PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024736R,SINYOO CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024737G,THE ETTRICK FAMILY OFFICE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024742E,ANAGRAM ADVISORS PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024745W,JT FAMILY OFFICE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024752W,JP MEDIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024753H,BRODRICK INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024757M,FENIX FUND MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024769G,JAP HOLDING PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024803Z,SEATOWN SAILFISH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024806M,VT GLOBAL FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024813M,ASIA V HOLDINGS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-18,202024820M,UTSIRA VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024840W,LFSG NOMINEE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024846D,STAR RING HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024850K,RISEN ENERGY SINGAPORE TECHNOLOGY HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024855E,WHITE FALCON VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024871G,ILLUMINATE FINANCIAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024889G,BABY UNICORN INDUSTRIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024896G,HUNTER & CO. ADVISORY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024903N,FAR WISDOM PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024907W,DUCKAWAY DUCK PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024909Z,ENDEAVOUR INTERNATIONAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024915H,DS GOH HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024923Z,FERRO GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024924K,GECKOPAY HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024925C,RIVI HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024928N,SCCPRE TWENTY ONE (S) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024936E,OLAM ME PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024962Z,COGO FINTECH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024965M,GLENCAIRN INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024965M,INVANGENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024967N,AGRO DEVELOPMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024979H,OCEAN MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024982E,SVF II VALOR SUBCO (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024984G,SCVP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024988K,JIA HE INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-19,202024994Z,DELTA TANGO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025007D,TAILWIND INVESTMENTS HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025010Z,POMPEY INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025028Z,"FREELY INTERNATIONAL HEALTH INDUSTRY INVESTMENT GROUP CO., PTE. LTD.",FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025028Z,"SINGAPORE WELLS CULTURAL TOURISM INVESTMENT CO., PTE. LTD.",FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025029K,NIRMANA CORPORATE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025032G,KONTINUUM INVESTMENT HOLDINGS SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025042Z,VIETNAM WIND HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025050K,FLYINARK HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025055E,FOSS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025071G,FARREL UNITED PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025087E,CSS ALPHA GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025089G,ABUNDANT INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025096G,ZE HAO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025098H,DONG ER INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025107W,PINNACLE WEALTH SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025108H,CKM INTERNATIONAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025117K,BC CLIFTON PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025118C,GANGNAM ASSET PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025129E,A-RISE RESOURCES INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025148Z,INVANGENT CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025148Z,TYNDALL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025149K,SINGTEL NEX PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-20,202025163K,CLOVERMATE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025182E,LIBERTY STEEL NEWPORT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025185W,BERKELEY CENTER ASIA-PACIFIC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025206C,HELIXSENSE SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025211Z,AURORA ADVISORY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025213C,BAMBOO OCEAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025219G,CITADEL ADVISORS SINGAPORE PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025247D,HONBO INT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025251K,STP HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025253M,STORHUB SK1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025258G,STORHUB SK2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025261D,SINGTEL ATN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025276K,BYTE VAULT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025288E,MEDELLA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025293D,OREO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025300K,COMMERCIAL PLASTICS HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025316H,MORASHA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-21,202025323H,NEORIENT INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-22,202025353G,PORCELAIN CREDIT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-22,202025356Z,RTMHAKC INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-22,202025370Z,EASTERN STRATEGIC HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-23,202025385G,PIONSUN INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-23,202025394H,KOGT INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-23,202025395Z,BOOLING INTL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-23,202025405Z,VINLAND FUTURE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025418E,ONE JUNIPER VELO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025430D,RECO HYDRANGEA PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025484K,AGENCY ZENDYLL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025489E,KEPHAS CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025490Z,ZE HAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025494D,EASTSYDE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025515G,SBK TECH HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025521R,ALPS VENTURA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025522G,EASTAWAY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025526K,NEW MOTION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025528M,GRAND TRAIL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025530W,GRAND TRAIL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025531H,PAYONEER SINGAPORE PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025533K,BRANKSOME 1969 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025536D,MYCROFT INVESTMENTS PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025540K,BVM PROPERTIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025554G,SG ESTATE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025557Z,OSHIMA GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025560R,UNITY MINERALS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025564Z,TREZR INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025567M,XEON INTERNATIONAL FINANCIAL PARTNERS ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-24,202025569N,ACE INFINITE GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025574M,KEYSTONE ASSET SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025578R,BOOMZILLA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025591E,EDL INTERNATIONAL ENERGY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025592R,SUMMIT MEDIA SINGAPORE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025605H,DCA1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025621K,GOODTEX SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025630M,OSV FLOURISH HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025646K,RUNBO INT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025652Z,IVYCAP VENTURES ADVISORS (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025655M,SEACLOUD VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025673R,SAROYAN CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025679C,NANYANG INTERNATIONAL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025686C,THINK PLACE OFFICE 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025720N,XA003 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-25,202025724W,XANDER CAPITAL PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025767C,CHOICE GLOBAL ASSETS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025767C,CPA ASSURANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025770W,BLE C&I PROJECTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025773K,RALV VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025779R,ONSTAR GALAXY SPV PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025782M,SVF II CRYSTAL SUBCO (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025785E,HENDERSON PROPERTY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025786R,TOKKYO FX PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025791N,CRIVLY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025795W,LIXING INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025798K,XODIAC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025802E,MINTEREST ELEVATE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025810R,MIK MAK PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025813H,APTG HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025827E,ETERNITY WEALTH ASSETS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025832D,HENG YUAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025841E,INFRACO ASIA GUARANTEE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025843G,MARS GROWTH CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025861K,BLE C&I PROJECTS 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025873E,INDUS GUARANTEES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025877H,HASHSTREET TECH CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-26,202025898E,OUJI SEIYAKU (ASIA PACIFIC) PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
